0,1,76,4,1,2,96,75,3,72,NA
0,1,76,7,1,2,96,75,6,69,NA
0,1,76,9,1,2,96,75,8,67,NA
0,1,76,17,1,2,96,75,16,59,NA
0,1,76,21,1,2,96,75,20,55,NA
0,1,76,27,1,2,96,75,26,49,NA
0,1,76,30,1,2,96,75,29,46,NA
0,1,76,32,1,2,96,75,31,44,NA
0,1,76,38,1,2,96,75,37,38,NA
0,1,76,42,1,2,96,75,41,34,NA
0,1,76,44,1,2,96,75,43,32,NA
0,1,76,50,1,2,96,75,49,26,NA
0,1,76,55,1,2,96,75,54,21,NA
0,1,76,58,1,2,96,75,57,18,NA
0,1,76,59,1,2,96,75,58,17,NA
0,1,76,66,1,2,96,75,65,10,NA
0,1,76,71,1,2,96,75,70,5,NA
0,1,76,74,1,2,96,75,73,2,NA
2,1,76,77,1,2,96,75,76,-1,NA
2,1,76,86,1,2,96,75,85,-10,NA
2,1,76,87,1,2,96,75,86,-11,NA
2,1,76,88,1,2,96,75,87,-12,NA
2,1,76,93,1,2,96,75,92,-17,NA
0,1,92,4,1,2,96,91,3,88,NA
0,1,92,7,1,2,96,91,6,85,NA
0,1,92,9,1,2,96,91,8,83,NA
0,1,92,17,1,2,96,91,16,75,NA
0,1,92,21,1,2,96,91,20,71,NA
0,1,92,27,1,2,96,91,26,65,NA
0,1,92,30,1,2,96,91,29,62,NA
0,1,92,32,1,2,96,91,31,60,NA
0,1,92,38,1,2,96,91,37,54,NA
0,1,92,42,1,2,96,91,41,50,NA
0,1,92,44,1,2,96,91,43,48,NA
0,1,92,50,1,2,96,91,49,42,NA
0,1,92,55,1,2,96,91,54,37,NA
0,1,92,58,1,2,96,91,57,34,NA
0,1,92,59,1,2,96,91,58,33,NA
0,1,92,66,1,2,96,91,65,26,NA
0,1,92,71,1,2,96,91,70,21,NA
0,1,92,74,1,2,96,91,73,18,NA
0,1,92,77,1,2,96,91,76,15,NA
0,1,92,86,1,2,96,91,85,6,NA
0,1,92,87,1,2,96,91,86,5,NA
0,1,92,88,1,2,96,91,87,4,NA
2,1,92,93,1,2,96,91,92,-1,NA
0,1,37,4,1,2,96,36,3,33,NA
0,1,37,7,1,2,96,36,6,30,NA
0,1,37,9,1,2,96,36,8,28,NA
0,1,37,17,1,2,96,36,16,20,NA
0,1,37,21,1,2,96,36,20,16,NA
0,1,37,27,1,2,96,36,26,10,NA
0,1,37,30,1,2,96,36,29,7,NA
0,1,37,32,1,2,96,36,31,5,NA
2,1,37,38,1,2,96,36,37,-1,NA
2,1,37,42,1,2,96,36,41,-5,NA
2,1,37,44,1,2,96,36,43,-7,NA
2,1,37,50,1,2,96,36,49,-13,NA
2,1,37,55,1,2,96,36,54,-18,NA
2,1,37,58,1,2,96,36,57,-21,NA
2,1,37,59,1,2,96,36,58,-22,NA
2,1,37,66,1,2,96,36,65,-29,NA
2,1,37,71,1,2,96,36,70,-34,NA
2,1,37,74,1,2,96,36,73,-37,NA
2,1,37,77,1,2,96,36,76,-40,NA
2,1,37,86,1,2,96,36,85,-49,NA
2,1,37,87,1,2,96,36,86,-50,NA
2,1,37,88,1,2,96,36,87,-51,NA
2,1,37,93,1,2,96,36,92,-56,NA
0,0,76,4,1,2,96,76,4,72,NA
0,0,76,7,1,2,96,76,7,69,NA
0,0,76,9,1,2,96,76,9,67,NA
0,0,76,17,1,2,96,76,17,59,NA
0,0,76,21,1,2,96,76,21,55,NA
0,0,76,27,1,2,96,76,27,49,NA
0,0,76,30,1,2,96,76,30,46,NA
0,0,76,32,1,2,96,76,32,44,NA
0,0,76,38,1,2,96,76,38,38,NA
0,0,76,42,1,2,96,76,42,34,NA
0,0,76,44,1,2,96,76,44,32,NA
0,0,76,50,1,2,96,76,50,26,NA
0,0,76,55,1,2,96,76,55,21,NA
0,0,76,58,1,2,96,76,58,18,NA
0,0,76,59,1,2,96,76,59,17,NA
0,0,76,66,1,2,96,76,66,10,NA
0,0,76,71,1,2,96,76,71,5,NA
0,0,76,74,1,2,96,76,74,2,NA
2,0,76,77,1,2,96,76,77,-1,NA
2,0,76,86,1,2,96,76,86,-10,NA
2,0,76,87,1,2,96,76,87,-11,NA
2,0,76,88,1,2,96,76,88,-12,NA
2,0,76,93,1,2,96,76,93,-17,NA
0,0,92,4,1,2,96,92,4,88,NA
0,0,92,7,1,2,96,92,7,85,NA
0,0,92,9,1,2,96,92,9,83,NA
0,0,92,17,1,2,96,92,17,75,NA
0,0,92,21,1,2,96,92,21,71,NA
0,0,92,27,1,2,96,92,27,65,NA
0,0,92,30,1,2,96,92,30,62,NA
0,0,92,32,1,2,96,92,32,60,NA
0,0,92,38,1,2,96,92,38,54,NA
0,0,92,42,1,2,96,92,42,50,NA
0,0,92,44,1,2,96,92,44,48,NA
0,0,92,50,1,2,96,92,50,42,NA
0,0,92,55,1,2,96,92,55,37,NA
0,0,92,58,1,2,96,92,58,34,NA
0,0,92,59,1,2,96,92,59,33,NA
0,0,92,66,1,2,96,92,66,26,NA
0,0,92,71,1,2,96,92,71,21,NA
0,0,92,74,1,2,96,92,74,18,NA
0,0,92,77,1,2,96,92,77,15,NA
0,0,92,86,1,2,96,92,86,6,NA
0,0,92,87,1,2,96,92,87,5,NA
0,0,92,88,1,2,96,92,88,4,NA
2,0,92,93,1,2,96,92,93,-1,NA
0,0,37,4,1,2,96,37,4,33,NA
0,0,37,7,1,2,96,37,7,30,NA
0,0,37,9,1,2,96,37,9,28,NA
0,0,37,17,1,2,96,37,17,20,NA
0,0,37,21,1,2,96,37,21,16,NA
0,0,37,27,1,2,96,37,27,10,NA
0,0,37,30,1,2,96,37,30,7,NA
